95968,95722,40.3781135036239
95968,95659,40.985275979025005
95968,95736,41.1703774153107
95968,95936,41.2027110467269
95968,95714,41.3302787143622
95968,95668,41.6705071590992
95968,95986,42.1959654339102
95968,95713,42.410925590424704
95968,95717,42.4498022095205
95968,95963,43.031371312627705
95968,95658,43.4300300642963
95968,95703,43.653942930178296
95968,95603,43.883338781827604
95968,96092,44.0832059949587
95968,95701,44.35635249399879
95968,95915,44.6429545242874
95968,95663,44.663988448032
95968,95937,44.9187541293693
95968,95765,45.224443458707896
95968,95987,45.2698334952985
95968,95747,46.13423624892679
95968,95698,46.8853779736518
95968,95677,47.640875491035395
95968,95984,47.663834093058206
95968,95650,47.8235574373689
95968,95715,48.08685382201121
95968,95631,48.3056745900737
95968,95678,48.4936222955468
95968,95626,48.7274666406453
95968,95614,48.769765714136604
95968,95971,49.50163147976029
95969,95965,9.16504280775011
95969,95926,10.6892515033941
95969,95928,10.7382790453022
95969,95938,11.0873635050823
95969,95954,12.0153677702894
95969,95978,12.4228765620762
95969,95973,15.932541944614801
95969,95916,16.0398875652002
95969,95951,19.043466789537998
95969,95974,19.2894545958005
95969,95968,20.096092175327197
95969,95966,20.7617189574964
95969,95942,21.329242750134
95969,95917,22.0233488511619
95969,95943,22.4754747076471
95969,95920,24.067473815296
95969,95914,25.000261292326197
95969,95941,25.1893628599063
95969,96092,26.029610190006
95969,95948,26.920274538302497
95969,95930,27.627896762561196
95969,95919,28.3800060980018
95969,95956,28.450141442969898
95969,95925,29.0093501406402
95969,95970,31.180175826908396
95969,95953,32.3906507674192
95969,95963,32.6108874681168
95969,95915,32.6760339729733
95969,95962,32.778144428824
95969,95918,33.0853788196002
95969,96090,33.106993570768196
95969,95935,33.5948799580477
95969,95981,34.5244507508608
95969,95922,34.6488207559443
95969,95901,35.0099380336311
95969,96055,35.0513385854705
95969,95984,35.665333895128704
95969,95932,35.8122493458681
95969,96021,36.090359984408394
95969,95988,36.2912625457415
95969,96035,36.493782157782704
95969,95982,38.547916778042605
95969,95960,39.131366244167
95969,95944,40.401901505089
95969,95923,41.1064377008359
95969,95955,41.5756633737309
95969,95977,41.8459188681654
95969,95946,41.9247473783004
95969,95971,42.9199836014623
95969,95975,43.0553158155787
95969,96061,43.8231996384052
95969,95993,43.86677069325071
95969,96075,44.631173758912794
95969,95903,44.7319646612792
95969,95936,45.085224906241706
95969,96063,45.2101093845453
95969,95934,45.76168630819
95969,95957,46.3389782742739
95969,95959,46.39882283851421
95969,95910,46.8030720298026
95969,95961,46.9679250141146
95969,96029,47.319907084819604
95969,95692,48.235016394266204
95969,95950,48.7410772043066
95969,96059,49.6887417900271
95969,96137,49.9597140095969
95970,95920,7.53687933084572
95970,95932,10.1234738739009
95970,95955,10.3977807515351
95970,95988,12.5165896126999
95970,95943,12.968315205388999
95970,95974,13.1487326824446
95970,95948,16.0287476460938
95970,95917,16.2639888320787
95970,95953,17.981821681362398
95970,95938,20.0933780381259
95970,95982,20.7202160368234
95970,95951,22.593813141658803
95970,95928,22.967787561420497
95970,95987,23.490960714167198
95970,95979,24.959443448264604
95970,95963,25.6258237537289
95970,95950,25.6907191776955
95970,95912,26.3744850561735
95970,95957,26.4639764113553
95970,95926,26.630881799801898
95970,95968,27.2888909369602
95970,95965,28.9192215154996
95970,95993,29.862738547311203
95970,95939,30.2053690707028
95970,95969,31.180175826908396
95970,95901,32.6152267685997
